Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#209 - >7622_5#83_PspA_30 pspA	superfamily	173412	29	320	4.60349e-14	75.1775	cl31754	PTZ00121 superfamily	NC	 - 
Q#209 - >7622_5#83_PspA_30 pspA	specific	436991	428	469	2.68173e-11	58.311	pfam19127	Choline_bind_3	 - 	cl41112
Q#209 - >7622_5#83_PspA_30 pspA	superfamily	436991	428	469	2.68173e-11	58.311	cl41112	Choline_bind_3 superfamily	 - 	 - 
Q#209 - >7622_5#83_PspA_30 pspA	non-specific	411409	408	458	4.04092e-08	55.8585	NF033840	PspC_relate_1	N	cl41464
Q#209 - >7622_5#83_PspA_30 pspA	non-specific	274008	54	323	1.88194e-07	53.9071	TIGR02168	SMC_prok_B	C	cl37069
Q#209 - >7622_5#83_PspA_30 pspA	superfamily	274008	54	323	1.88194e-07	53.9071	cl37069	SMC_prok_B superfamily	C	 - 
Q#209 - >7622_5#83_PspA_30 pspA	non-specific	197874	156	283	0.000881408	41.1565	smart00787	Spc7	N	cl33249
Q#209 - >7622_5#83_PspA_30 pspA	superfamily	197874	156	283	0.000881408	41.1565	cl33249	Spc7 superfamily	N	 - 
Q#210 - >7622_5#84_PspA_13 pspA	specific	411490	1	645	0	816.841	NF033930	pneumo_PspA	 - 	cl41532
Q#210 - >7622_5#84_PspA_13 pspA	superfamily	411490	1	645	0	816.841	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#210 - >7622_5#84_PspA_13 pspA	non-specific	411407	32	645	3.10517e-139	422.111	NF033838	PspC_subgroup_1	 - 	cl41462
Q#210 - >7622_5#84_PspA_13 pspA	superfamily	411407	32	645	3.10517e-139	422.111	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#210 - >7622_5#84_PspA_13 pspA	non-specific	411409	505	645	4.60024e-76	255.777	NF033840	PspC_relate_1	N	cl41464
Q#210 - >7622_5#84_PspA_13 pspA	superfamily	411409	505	645	4.60024e-76	255.777	cl41464	PspC_relate_1 superfamily	N	 - 
Q#210 - >7622_5#84_PspA_13 pspA	specific	227588	427	645	1.12118e-58	199.698	COG5263	COG5263	N	cl34963
Q#210 - >7622_5#84_PspA_13 pspA	superfamily	227588	427	645	1.12118e-58	199.698	cl34963	COG5263 superfamily	N	 - 
Q#210 - >7622_5#84_PspA_13 pspA	non-specific	173412	30	333	2.74353e-13	73.6367	PTZ00121	PTZ00121	N	cl31754
Q#210 - >7622_5#84_PspA_13 pspA	superfamily	173412	30	333	2.74353e-13	73.6367	cl31754	PTZ00121 superfamily	N	 - 
Q#210 - >7622_5#84_PspA_13 pspA	specific	436991	567	611	3.41245e-11	58.311	pfam19127	Choline_bind_3	 - 	cl41112
Q#210 - >7622_5#84_PspA_13 pspA	superfamily	436991	567	611	3.41245e-11	58.311	cl41112	Choline_bind_3 superfamily	 - 	 - 
Q#210 - >7622_5#84_PspA_13 pspA	non-specific	274008	37	327	2.00074e-09	60.8406	TIGR02168	SMC_prok_B	C	cl37069
Q#210 - >7622_5#84_PspA_13 pspA	superfamily	274008	37	327	2.00074e-09	60.8406	cl37069	SMC_prok_B superfamily	C	 - 
Q#210 - >7622_5#84_PspA_13 pspA	non-specific	153337	40	132	0.000975206	41.4699	cd07653	F-BAR_CIP4-like	NC	cl12013
Q#210 - >7622_5#84_PspA_13 pspA	superfamily	448379	40	132	0.000975206	41.4699	cl12013	BAR superfamily	NC	 - 
Q#210 - >7622_5#84_PspA_13 pspA	non-specific	411489	249	331	0.00139534	41.1297	NF033928	alph_xenorhab_A	NC	cl41531
Q#210 - >7622_5#84_PspA_13 pspA	superfamily	411489	249	331	0.00139534	41.1297	cl41531	alph_xenorhab_A superfamily	NC	 - 
Q#210 - >7622_5#84_PspA_13 pspA	non-specific	197874	209	297	0.00362422	40.0009	smart00787	Spc7	N	cl33249
Q#210 - >7622_5#84_PspA_13 pspA	superfamily	197874	209	297	0.00362422	40.0009	cl33249	Spc7 superfamily	N	 - 
Q#211 - >7622_5#85_PspA_7 pspA	specific	411490	1	690	0	849.198	NF033930	pneumo_PspA	 - 	cl41532
Q#211 - >7622_5#85_PspA_7 pspA	superfamily	411490	1	690	0	849.198	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#211 - >7622_5#85_PspA_7 pspA	non-specific	411407	40	690	6.30307e-148	445.993	NF033838	PspC_subgroup_1	 - 	cl41462
Q#211 - >7622_5#85_PspA_7 pspA	superfamily	411407	40	690	6.30307e-148	445.993	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#211 - >7622_5#85_PspA_7 pspA	non-specific	411409	472	690	1.39704e-71	244.992	NF033840	PspC_relate_1	N	cl41464
Q#211 - >7622_5#85_PspA_7 pspA	superfamily	411409	472	690	1.39704e-71	244.992	cl41464	PspC_relate_1 superfamily	N	 - 
Q#211 - >7622_5#85_PspA_7 pspA	specific	227588	471	690	7.11097e-60	203.55	COG5263	COG5263	N	cl34963
Q#211 - >7622_5#85_PspA_7 pspA	superfamily	227588	471	690	7.11097e-60	203.55	cl34963	COG5263 superfamily	N	 - 
Q#211 - >7622_5#85_PspA_7 pspA	non-specific	274008	71	387	3.95883e-12	69.7002	TIGR02168	SMC_prok_B	N	cl37069
Q#211 - >7622_5#85_PspA_7 pspA	superfamily	274008	71	387	3.95883e-12	69.7002	cl37069	SMC_prok_B superfamily	N	 - 
Q#211 - >7622_5#85_PspA_7 pspA	specific	436991	531	575	1.435e-10	56.7702	pfam19127	Choline_bind_3	 - 	cl41112
Q#211 - >7622_5#85_PspA_7 pspA	superfamily	436991	531	575	1.435e-10	56.7702	cl41112	Choline_bind_3 superfamily	 - 	 - 
Q#211 - >7622_5#85_PspA_7 pspA	non-specific	173412	30	439	1.76665e-10	64.7771	PTZ00121	PTZ00121	N	cl31754
Q#211 - >7622_5#85_PspA_7 pspA	superfamily	173412	30	439	1.76665e-10	64.7771	cl31754	PTZ00121 superfamily	N	 - 
Q#212 - >7622_5#86_PspC_10 pspC	non-specific	411407	1	521	0	677.498	NF033838	PspC_subgroup_1	C	cl41462
Q#212 - >7622_5#86_PspC_10 pspC	superfamily	411407	1	521	0	677.498	cl41462	PspC_subgroup_1 superfamily	C	 - 
Q#212 - >7622_5#86_PspC_10 pspC	non-specific	411490	109	521	1.49317e-48	177.795	NF033930	pneumo_PspA	C	cl41532
Q#212 - >7622_5#86_PspC_10 pspC	superfamily	411490	109	521	1.49317e-48	177.795	cl41532	pneumo_PspA superfamily	C	 - 
Q#212 - >7622_5#86_PspC_10 pspC	non-specific	411409	479	521	1.63602e-18	88.9857	NF033840	PspC_relate_1	N	cl41464
Q#212 - >7622_5#86_PspC_10 pspC	superfamily	411409	479	521	1.63602e-18	88.9857	cl41464	PspC_relate_1 superfamily	N	 - 
Q#212 - >7622_5#86_PspC_10 pspC	non-specific	428286	49	124	1.53083e-15	71.6335	pfam05062	RICH	 - 	cl04916
Q#212 - >7622_5#86_PspC_10 pspC	superfamily	428286	49	124	1.53083e-15	71.6335	cl04916	RICH superfamily	 - 	 - 
Q#212 - >7622_5#86_PspC_10 pspC	non-specific	227588	305	521	1.94294e-14	74.1227	COG5263	COG5263	C	cl34963
Q#212 - >7622_5#86_PspC_10 pspC	superfamily	227588	305	521	1.94294e-14	74.1227	cl34963	COG5263 superfamily	C	 - 
Q#212 - >7622_5#86_PspC_10 pspC	non-specific	173412	99	464	5.00033e-13	72.0959	PTZ00121	PTZ00121	NC	cl31754
Q#212 - >7622_5#86_PspC_10 pspC	superfamily	173412	99	464	5.00033e-13	72.0959	cl31754	PTZ00121 superfamily	NC	 - 
Q#212 - >7622_5#86_PspC_10 pspC	non-specific	411408	1	481	9.76101e-13	70.5665	NF033839	PspC_subgroup_2	 - 	cl41463
Q#212 - >7622_5#86_PspC_10 pspC	superfamily	411408	1	481	9.76101e-13	70.5665	cl41463	PspC_subgroup_2 superfamily	 - 	 - 
Q#212 - >7622_5#86_PspC_10 pspC	specific	273479	2	37	1.24513e-11	59.033	TIGR01168	YSIRK_signal	 - 	cl22626
Q#212 - >7622_5#86_PspC_10 pspC	superfamily	451412	2	37	1.24513e-11	59.033	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#212 - >7622_5#86_PspC_10 pspC	non-specific	411409	487	521	3.47161e-05	46.6137	NF033840	PspC_relate_1	N	cl41464
Q#213 - >7622_5#87_PspA_4 pspA	non-specific	411490	1	554	0	579.558	NF033930	pneumo_PspA	C	cl41532
Q#213 - >7622_5#87_PspA_4 pspA	superfamily	411490	1	554	0	579.558	cl41532	pneumo_PspA superfamily	C	 - 
Q#213 - >7622_5#87_PspA_4 pspA	non-specific	411407	40	554	6.47272e-67	229.511	NF033838	PspC_subgroup_1	 - 	cl41462
Q#213 - >7622_5#87_PspA_4 pspA	superfamily	411407	40	554	6.47272e-67	229.511	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#213 - >7622_5#87_PspA_4 pspA	non-specific	411409	480	553	7.52204e-44	165.255	NF033840	PspC_relate_1	N	cl41464
Q#213 - >7622_5#87_PspA_4 pspA	superfamily	411409	480	553	7.52204e-44	165.255	cl41464	PspC_relate_1 superfamily	N	 - 
Q#213 - >7622_5#87_PspA_4 pspA	non-specific	411409	480	554	1.02842e-30	126.735	NF033840	PspC_relate_1	N	cl41464
Q#213 - >7622_5#87_PspA_4 pspA	non-specific	227588	304	553	2.29254e-29	118.035	COG5263	COG5263	C	cl34963
Q#213 - >7622_5#87_PspA_4 pspA	superfamily	227588	304	553	2.29254e-29	118.035	cl34963	COG5263 superfamily	C	 - 
Q#213 - >7622_5#87_PspA_4 pspA	specific	436991	499	540	4.82434e-11	57.9258	pfam19127	Choline_bind_3	 - 	cl41112
Q#213 - >7622_5#87_PspA_4 pspA	superfamily	436991	499	540	4.82434e-11	57.9258	cl41112	Choline_bind_3 superfamily	 - 	 - 
Q#213 - >7622_5#87_PspA_4 pspA	non-specific	173412	30	455	1.3164e-10	64.3919	PTZ00121	PTZ00121	N	cl31754
Q#213 - >7622_5#87_PspA_4 pspA	superfamily	173412	30	455	1.3164e-10	64.3919	cl31754	PTZ00121 superfamily	N	 - 
Q#213 - >7622_5#87_PspA_4 pspA	non-specific	411409	479	536	2.92978e-07	53.1621	NF033840	PspC_relate_1	N	cl41464
Q#213 - >7622_5#87_PspA_4 pspA	non-specific	274008	76	396	4.19202e-07	53.1367	TIGR02168	SMC_prok_B	N	cl37069
Q#213 - >7622_5#87_PspA_4 pspA	superfamily	274008	76	396	4.19202e-07	53.1367	cl37069	SMC_prok_B superfamily	N	 - 
Q#214 - >7622_5#88_PspA_9 pspA	non-specific	411490	1	585	0	757.521	NF033930	pneumo_PspA	 - 	cl41532
Q#214 - >7622_5#88_PspA_9 pspA	superfamily	411490	1	585	0	757.521	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#214 - >7622_5#88_PspA_9 pspA	non-specific	411407	40	585	1.4435e-123	379.353	NF033838	PspC_subgroup_1	 - 	cl41462
Q#214 - >7622_5#88_PspA_9 pspA	superfamily	411407	40	585	1.4435e-123	379.353	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#214 - >7622_5#88_PspA_9 pspA	non-specific	411407	35	546	2.19727e-95	306.166	NF033838	PspC_subgroup_1	 - 	cl41462
Q#214 - >7622_5#88_PspA_9 pspA	non-specific	411409	388	526	6.07155e-70	237.673	NF033840	PspC_relate_1	N	cl41464
Q#214 - >7622_5#88_PspA_9 pspA	superfamily	411409	388	526	6.07155e-70	237.673	cl41464	PspC_relate_1 superfamily	N	 - 
Q#214 - >7622_5#88_PspA_9 pspA	non-specific	411409	467	584	6.52052e-63	218.798	NF033840	PspC_relate_1	N	cl41464
Q#214 - >7622_5#88_PspA_9 pspA	non-specific	411409	447	568	3.32893e-61	214.176	NF033840	PspC_relate_1	N	cl41464
Q#214 - >7622_5#88_PspA_9 pspA	specific	227588	387	548	1.0065e-55	190.453	COG5263	COG5263	N	cl34963
Q#214 - >7622_5#88_PspA_9 pspA	superfamily	227588	387	548	1.0065e-55	190.453	cl34963	COG5263 superfamily	N	 - 
Q#214 - >7622_5#88_PspA_9 pspA	non-specific	173412	30	320	9.69542e-14	74.7923	PTZ00121	PTZ00121	NC	cl31754
Q#214 - >7622_5#88_PspA_9 pspA	superfamily	173412	30	320	9.69542e-14	74.7923	cl31754	PTZ00121 superfamily	NC	 - 
Q#214 - >7622_5#88_PspA_9 pspA	specific	436991	489	530	2.01294e-11	58.6962	pfam19127	Choline_bind_3	 - 	cl41112
Q#214 - >7622_5#88_PspA_9 pspA	superfamily	436991	489	530	2.01294e-11	58.6962	cl41112	Choline_bind_3 superfamily	 - 	 - 
Q#214 - >7622_5#88_PspA_9 pspA	non-specific	274009	158	320	4.75808e-11	65.8595	TIGR02169	SMC_prok_A	C	cl37070
Q#214 - >7622_5#88_PspA_9 pspA	superfamily	274009	158	320	4.75808e-11	65.8595	cl37070	SMC_prok_A superfamily	C	 - 
Q#214 - >7622_5#88_PspA_9 pspA	non-specific	197874	174	287	1.77918e-05	46.9345	smart00787	Spc7	N	cl33249
Q#214 - >7622_5#88_PspA_9 pspA	superfamily	197874	174	287	1.77918e-05	46.9345	cl33249	Spc7 superfamily	N	 - 
Q#214 - >7622_5#88_PspA_9 pspA	non-specific	293879	171	279	0.000137098	44.1052	cd16269	GBP_C	N	cl20817
Q#214 - >7622_5#88_PspA_9 pspA	superfamily	450829	171	279	0.000137098	44.1052	cl20817	GBP_C superfamily	N	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	429548	1146	1868	0	747.86	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	429548	1146	1868	0	747.86	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	428430	586	835	3.72043e-95	307.686	pfam05342	Peptidase_M26_N	 - 	cl12306
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	428430	586	835	3.72043e-95	307.686	cl12306	Peptidase_M26_N superfamily	 - 	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	specific	429496	445	520	2.35362e-17	77.9782	pfam07501	G5	 - 	cl38232
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	429496	445	520	2.35362e-17	77.9782	cl38232	G5 superfamily	 - 	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411409	364	584	6.46667e-12	70.4961	NF033840	PspC_relate_1	C	cl41464
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	411409	364	584	6.46667e-12	70.4961	cl41464	PspC_relate_1 superfamily	C	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	226111	401	550	2.6957e-11	66.7484	COG3583	YabE	N	cl34636
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	226111	401	550	2.6957e-11	66.7484	cl34636	YabE superfamily	N	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	specific	429496	365	440	2.96182e-11	60.6442	pfam07501	G5	 - 	cl38232
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	429496	365	440	2.96182e-11	60.6442	cl38232	G5 superfamily	 - 	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411408	155	358	6.31811e-11	67.0997	NF033839	PspC_subgroup_2	N	cl41463
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	411408	155	358	6.31811e-11	67.0997	cl41463	PspC_subgroup_2 superfamily	N	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	173412	187	625	9.51727e-11	67.4735	PTZ00121	PTZ00121	N	cl31754
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	173412	187	625	9.51727e-11	67.4735	cl31754	PTZ00121 superfamily	N	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	173412	177	538	1.14525e-10	67.0883	PTZ00121	PTZ00121	NC	cl31754
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	173412	177	538	1.14525e-10	67.0883	cl31754	PTZ00121 superfamily	NC	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411408	181	381	1.40447e-10	65.9441	NF033839	PspC_subgroup_2	N	cl41463
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411409	169	552	1.52531e-10	66.2589	NF033840	PspC_relate_1	C	cl41464
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411408	177	351	5.64217e-10	64.0181	NF033839	PspC_subgroup_2	N	cl41463
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411409	4	545	8.12597e-10	63.9477	NF033840	PspC_relate_1	C	cl41464
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	227596	179	418	1.64458e-09	63.4795	COG5271	MDN1	N	cl34967
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	227596	179	418	1.64458e-09	63.4795	cl34967	MDN1 superfamily	N	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411408	177	358	2.0428e-09	62.4773	NF033839	PspC_subgroup_2	NC	cl41463
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	115071	167	340	7.00608e-09	58.7237	pfam06390	NESP55	N	cl25759
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	115071	167	340	7.00608e-09	58.7237	cl25759	NESP55 superfamily	N	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411407	164	358	3.75245e-08	58.4823	NF033838	PspC_subgroup_1	NC	cl41462
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	411407	164	358	3.75245e-08	58.4823	cl41462	PspC_subgroup_1 superfamily	NC	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411407	155	315	4.41107e-08	58.0971	NF033838	PspC_subgroup_1	NC	cl41462
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	274041	210	379	8.32921e-08	55.8533	TIGR02223	ftsN	C	cl37078
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	274041	210	379	8.32921e-08	55.8533	cl37078	ftsN superfamily	C	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	173412	177	541	4.04015e-07	55.5323	PTZ00121	PTZ00121	NC	cl31754
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	173412	177	541	4.04015e-07	55.5323	cl31754	PTZ00121 superfamily	NC	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411408	164	358	1.23426e-06	53.2325	NF033839	PspC_subgroup_2	NC	cl41463
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411439	149	407	6.86657e-06	51.25	NF033875	Agg_substance	C	cl41491
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	411439	149	407	6.86657e-06	51.25	cl41491	Agg_substance superfamily	C	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	specific	366278	69	102	1.75251e-05	43.2984	pfam00746	Gram_pos_anchor	 - 	cl23989
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	390217	69	102	1.75251e-05	43.2984	cl23989	Gram_pos_anchor superfamily	 - 	 - 
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411407	176	441	3.74346e-05	48.4671	NF033838	PspC_subgroup_1	NC	cl41462
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	411408	177	320	0.000220232	45.9137	NF033839	PspC_subgroup_2	N	cl41463
Q#215 - >7622_5#88_zmpB_7 zmpB	specific	273478	72	102	0.000616823	38.6106	TIGR01167	LPXTG_anchor	 - 	cl23989
Q#215 - >7622_5#88_zmpB_7 zmpB	non-specific	273344	245	532	0.0013218	43.8308	TIGR00927	2A1904	N	cl36772
Q#215 - >7622_5#88_zmpB_7 zmpB	superfamily	273344	245	532	0.0013218	43.8308	cl36772	2A1904 superfamily	N	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	428430	586	705	8.17924e-38	141.279	pfam05342	Peptidase_M26_N	C	cl12306
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	428430	586	705	8.17924e-38	141.279	cl12306	Peptidase_M26_N superfamily	C	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	specific	429496	445	520	3.49938e-11	59.4886	pfam07501	G5	 - 	cl38232
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	429496	445	520	3.49938e-11	59.4886	cl38232	G5 superfamily	 - 	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	411409	364	584	3.86634e-10	63.1773	NF033840	PspC_relate_1	C	cl41464
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	411409	364	584	3.86634e-10	63.1773	cl41464	PspC_relate_1 superfamily	C	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	227596	179	418	2.49718e-09	61.1683	COG5271	MDN1	N	cl34967
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	227596	179	418	2.49718e-09	61.1683	cl34967	MDN1 superfamily	N	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	226111	446	550	9.01988e-09	57.5036	COG3583	YabE	N	cl34636
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	226111	446	550	9.01988e-09	57.5036	cl34636	YabE superfamily	N	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	236766	178	331	1.49091e-08	58.1273	PRK10811	rne	N	cl35953
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	236766	178	331	1.49091e-08	58.1273	cl35953	rne superfamily	N	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	173412	187	625	3.37523e-08	57.0731	PTZ00121	PTZ00121	N	cl31754
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	173412	187	625	3.37523e-08	57.0731	cl31754	PTZ00121 superfamily	N	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	411409	169	520	2.34863e-07	53.9325	NF033840	PspC_relate_1	C	cl41464
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	specific	429496	365	440	1.56457e-06	46.0066	pfam07501	G5	 - 	cl38232
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	429496	365	440	1.56457e-06	46.0066	cl38232	G5 superfamily	 - 	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	411407	155	315	2.1439e-06	51.1635	NF033838	PspC_subgroup_1	NC	cl41462
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	411407	155	315	2.1439e-06	51.1635	cl41462	PspC_subgroup_1 superfamily	NC	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	411407	164	358	2.21872e-06	50.7783	NF033838	PspC_subgroup_1	NC	cl41462
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	411409	4	524	1.63175e-05	48.1545	NF033840	PspC_relate_1	C	cl41464
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	115071	167	340	2.08979e-05	46.7826	pfam06390	NESP55	N	cl25759
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	115071	167	340	2.08979e-05	46.7826	cl25759	NESP55 superfamily	N	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	specific	366278	69	102	2.97616e-05	41.3724	pfam00746	Gram_pos_anchor	 - 	cl23989
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	390217	69	102	2.97616e-05	41.3724	cl23989	Gram_pos_anchor superfamily	 - 	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	273344	171	358	5.30644e-05	46.5272	TIGR00927	2A1904	N	cl36772
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	273344	171	358	5.30644e-05	46.5272	cl36772	2A1904 superfamily	N	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	411408	170	335	0.000107079	45.5285	NF033839	PspC_subgroup_2	N	cl41463
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	411408	170	335	0.000107079	45.5285	cl41463	PspC_subgroup_2 superfamily	N	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	411439	149	388	0.00011943	45.472	NF033875	Agg_substance	C	cl41491
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	411439	149	388	0.00011943	45.472	cl41491	Agg_substance superfamily	C	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	specific	273478	72	102	0.000234429	38.6106	TIGR01167	LPXTG_anchor	 - 	cl23989
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	411408	169	360	0.000887349	42.4469	NF033839	PspC_subgroup_2	N	cl41463
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	411407	176	441	0.00166708	41.5335	NF033838	PspC_subgroup_1	NC	cl41462
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	411408	181	386	0.00319133	40.5209	NF033839	PspC_subgroup_2	N	cl41463
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	428049	3	26	0.0082024	34.2823	pfam04650	YSIRK_signal	 - 	cl22626
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	451412	3	26	0.0082024	34.2823	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	non-specific	225711	45	278	0.00976373	39.1263	COG3170	FimV	N	cl34561
Q#216 - >7622_5#88_zmpB_7_s1 zmpB	superfamily	225711	45	278	0.00976373	39.1263	cl34561	FimV superfamily	N	 - 
Q#217 - >7622_5#88_zmpB_7_s2 zmpB	non-specific	428430	46	295	5.55088e-97	301.522	pfam05342	Peptidase_M26_N	 - 	cl12306
Q#217 - >7622_5#88_zmpB_7_s2 zmpB	superfamily	428430	46	295	5.55088e-97	301.522	cl12306	Peptidase_M26_N superfamily	 - 	 - 
Q#217 - >7622_5#88_zmpB_7_s2 zmpB	non-specific	429548	606	791	6.33333e-55	202.417	pfam07580	Peptidase_M26_C	C	cl06563
Q#217 - >7622_5#88_zmpB_7_s2 zmpB	superfamily	429548	606	791	6.33333e-55	202.417	cl06563	Peptidase_M26_C superfamily	C	 - 
Q#218 - >7622_5#88_zmpB_7_s3 zmpB	non-specific	429548	1	704	0	709.34	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#218 - >7622_5#88_zmpB_7_s3 zmpB	superfamily	429548	1	704	0	709.34	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#219 - >7622_5#92_PspA_25 pspA	non-specific	411490	1	596	0	534.875	NF033930	pneumo_PspA	 - 	cl41532
Q#219 - >7622_5#92_PspA_25 pspA	superfamily	411490	1	596	0	534.875	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#219 - >7622_5#92_PspA_25 pspA	non-specific	411407	190	596	4.19941e-67	231.052	NF033838	PspC_subgroup_1	N	cl41462
Q#219 - >7622_5#92_PspA_25 pspA	superfamily	411407	190	596	4.19941e-67	231.052	cl41462	PspC_subgroup_1 superfamily	N	 - 
Q#219 - >7622_5#92_PspA_25 pspA	specific	227588	342	596	3.65627e-54	186.601	COG5263	COG5263	 - 	cl34963
Q#219 - >7622_5#92_PspA_25 pspA	superfamily	227588	342	596	3.65627e-54	186.601	cl34963	COG5263 superfamily	 - 	 - 
Q#219 - >7622_5#92_PspA_25 pspA	non-specific	411409	468	596	3.07127e-50	184.13	NF033840	PspC_relate_1	N	cl41464
Q#219 - >7622_5#92_PspA_25 pspA	superfamily	411409	468	596	3.07127e-50	184.13	cl41464	PspC_relate_1 superfamily	N	 - 
